Date;P;Tmax;Tmin;Tmean;ET0;Qmm;NDSI1;NDSI2;NDSI3;NDSI4;NDSI5
2008-04-13;0.0;-3.826211;-10.530253;-7.1782317;1.496106956;0.4094331585636619;70.84206151;72.1038206;70.71929825;68.7978459;69.00498339
2008-04-14;7.816656;-3.185996;-10.30839;-6.747193;1.469313518;0.4036664943585399;76.66832918;79.0307309;77.5647452;76.64208782;73.65365449
2008-04-15;2.4075902;-7.161116;-10.551846;-8.856481;0.455036356;0.3993414962046985;76.66832918;79.0307309;77.5647452;76.64208782;73.65365449
2008-04-16;0.64254093;-4.769394;-11.299374;-8.034384;1.358268687;0.3705081751790884;70.65419784;71.06810631;70.57894737;70.22535211;69.41112957
2008-04-17;0.33495086;-3.5990052;-10.359898;-6.979451;1.372367691;0.3834831696406129;71.41812136;72.0;70.9807853;70.24523612;69.41112957
2008-04-18;6.360951;-1.5073147;-6.24846;-3.8778877;1.405483866;0.4757497969225649;74.40897756;73.09302326;71.26399332;70.34134217;69.41112957
2008-04-19;0.56334424;-1.9698749;-6.4559674;-4.212921;1.324730385;0.51899977846098;74.40897756;73.09302326;71.26399332;70.34134217;69.41112957
2008-04-20;0.030016394;0.18267567;-7.144402;-3.4808629;2.087425545;0.5665747581532364;74.55527847;73.57392027;71.53884712;70.29080365;69.35215947
2008-04-21;22.034903;-1.6431344;-4.8347287;-3.2389317;1.319314204;0.617033069948054;74.55527847;73.57392027;71.53884712;70.29080365;69.35215947
2008-04-22;6.3002954;-3.1465511;-6.3594155;-4.752984;1.016081499;0.5377414371276265;74.55527847;73.57392027;71.53884712;70.29080365;69.35215947
2008-04-23;0.99059016;-2.171463;-6.027334;-4.0993986;1.334577326;0.4425914777431134;74.55527847;73.57392027;71.53884712;70.29080365;69.35215947
2008-04-24;2.853049;-1.748043;-7.1627364;-4.4553895;1.628178119;0.4310581493328694;74.55527847;73.57392027;71.53884712;70.29080365;69.35215947
2008-04-25;1.2860491;-2.8488293;-6.6594;-4.7541146;1.281893088;0.4166414888200644;74.55527847;73.57392027;71.53884712;70.29080365;69.35215947
2008-04-26;0.0;-2.4210942;-8.40977;-5.415431;1.272985274;0.455566472204638;71.64256027;73.40780731;72.70091896;72.08533554;70.60797342
2008-04-27;0.0;0.7925411;-7.850032;-3.528746;2.079241832;0.651633055178786;85.17123857;85.3372093;83.96992481;82.68682684;80.81146179
2008-04-28;8.71459;2.8217359;-3.578377;-0.37832046;2.508495213;0.9875412451271424;85.45220283;86.00083056;84.93316625;83.7953604;82.33222591
2008-04-29;2.7322624;-0.77082133;-5.7732596;-3.2720401;1.675876761;1.014932900101472;85.45220283;86.00083056;84.93316625;83.7953604;82.33222591
2008-04-30;4.285623;-1.216779;-6.599759;-3.9082692;1.912194327;0.8851829554862269;83.75810474;85.67275748;84.31077694;82.0;81.71594684
2008-05-01;0.5231312;-2.3100579;-7.221335;-4.765696;1.423082733;0.8664412968195805;83.75810474;85.67275748;84.31077694;82.0;81.71594684
2008-05-02;0.0;-1.2130574;-7.1132493;-4.163154;1.578733902;0.867882962870861;83.75810474;85.67275748;84.31077694;82.0;81.71594684
2008-05-03;0.0;0.73873913;-4.7568655;-2.0090632;1.922792126;1.1807244959987295;83.44139651;84.97508306;83.63575606;81.2046396;81.19019934
2008-05-04;0.081295095;1.8534968;-4.469746;-1.3081248;1.897067327;1.2729911232806814;83.44139651;84.97508306;83.63575606;81.2046396;81.19019934
2008-05-05;0.0;-1.2405839;-7.039493;-4.1400385;1.388152197;1.7011659405109898;83.89526185;80.2948505;78.77025898;77.56586578;75.23172757
2008-05-06;0.0;1.3144368;-6.233767;-2.4596648;1.952470461;1.8020825641006248;86.0556941;87.86627907;86.42188805;84.65865783;82.62790698
2008-05-07;0.0;2.641803;-4.805807;-1.0820019;2.30112916;2.061582453331115;86.72069825;91.97259136;90.8588137;89.37199669;86.94186047
2008-05-08;0.0;4.3789706;-4.1950274;0.091971464;2.711701369;2.321082342561605;85.25103907;89.3372093;89.11278195;87.8086164;84.91445183
2008-05-09;0.0;4.940087;-2.6410651;1.1495107;2.720444653;2.638248873843315;82.33333333;91.44767442;92.17627402;92.06793703;90.71511628
2008-05-10;0.10944264;5.1126885;-1.6552775;1.7287056;2.666125937;3.013082047176245;82.24106401;89.92358804;90.66165414;91.25600663;89.25830565
2008-05-11;2.549;2.9732597;-3.4360445;-0.23139231;2.050137709;3.34466523897076;77.4954281;88.76910299;90.31161236;90.55426678;89.12126246
2008-05-12;0.0;3.3712065;-4.0977225;-0.36325794;2.267747169;3.34466523897076;75.77223608;82.09800664;82.053467;80.37613919;77.02491694
2008-05-13;0.0;4.889638;-3.4549246;0.71735644;2.927376687;3.31583191794515;75.37988362;86.35215947;87.44527987;86.16238608;83.22757475
2008-05-14;0.0;5.569105;-2.3884666;1.5903192;2.901354708;3.618581788714055;75.35328346;87.07475083;89.52798663;89.86412593;87.73089701
2008-05-15;0.0;4.867918;-1.539862;1.664028;2.623922537;3.7483317333293;75.35328346;87.07475083;89.52798663;89.86412593;87.73089701
2008-05-16;0.03452459;3.9311357;-1.5602825;1.1854266;2.376333759;3.57533180717564;75.35328346;87.07475083;89.52798663;89.86412593;87.73089701
2008-05-17;9.062787;1.9567533;-0.39645493;0.78014916;1.415056825;4.252914851277475;75.35328346;87.07475083;89.52798663;89.86412593;87.73089701
2008-05-18;23.30359;1.5633943;-2.2553256;-0.3459657;1.840442459;4.15199822768784;75.35328346;87.07475083;89.52798663;89.86412593;87.73089701
2008-05-19;5.394442;2.9252806;-2.7049887;0.11014599;1.962870621;3.40233188102198;75.35328346;87.07475083;89.52798663;89.86412593;87.73089701
2008-05-20;4.562131;2.1111324;-2.1612768;-0.025072172;1.709866719;3.6041651282012497;75.35328346;87.07475083;89.52798663;89.86412593;87.73089701
2008-05-21;2.3442624;1.787087;-2.6337342;-0.42332375;1.947437146;3.186081973329905;75.35328346;87.07475083;89.52798663;89.86412593;87.73089701
2008-05-22;21.830082;3.7853227;-2.5889957;0.5981633;2.414136416;3.733915072816495;75.35328346;87.07475083;89.52798663;89.86412593;87.73089701
2008-05-23;0.0;3.4146616;-3.2489734;0.082844034;2.132524781;4.0366649435854;63.54945968;79.24003322;80.05847953;80.22783761;80.09883721
2008-05-24;0.119934425;3.9483;-1.2908084;1.3287455;2.213456712;3.878081677944545;63.54945968;79.24003322;80.05847953;80.22783761;80.09883721
2008-05-25;0.0;6.9198914;0.094530046;3.5072107;3.0685833;4.699831327174429;63.54945968;79.24003322;80.05847953;80.22783761;80.09883721
2008-05-26;0.0;6.996648;2.6907442;4.8436956;2.47856584;5.62249759999395;63.54945968;79.24003322;80.05847953;80.22783761;80.09883721
2008-05-27;0.0;9.724591;3.9546518;6.8396215;2.820342242;8.606746326144584;40.32418953;75.87209302;79.8588137;80.996686;81.76993355
2008-05-28;0.0;11.639109;4.7684474;8.203778;3.603223372;13.594910863575114;39.19035744;75.64119601;79.87301587;80.91632146;81.52574751
2008-05-29;13.310294;10.774111;3.9518769;7.3629932;3.433077075;18.88582527177455;29.63424771;67.21428571;76.54302423;80.64125932;82.57142857
2008-05-30;11.562672;6.899568;1.2280078;4.0637875;2.72769858;21.6249907692075;29.63424771;67.21428571;76.54302423;80.64125932;82.57142857
2008-05-31;1.128082;7.1739006;0.09777033;3.635836;2.829459815;12.16766147280742;29.63424771;67.21428571;76.54302423;80.64125932;82.57142857
2008-06-01;0.0;10.24631;1.1653833;5.7058477;3.668234734;9.788912488194594;21.43640898;60.81561462;78.51796157;83.63380282;86.4127907
2008-06-02;6.1516232;8.629099;2.674976;5.652037;2.875244294;10.019579056399474;21.43640898;60.81561462;78.51796157;83.63380282;86.4127907
2008-06-03;15.977215;7.3077164;1.9991659;4.653441;2.375012645;9.673579204092157;21.43640898;60.81561462;78.51796157;83.63380282;86.4127907
2008-06-04;1.3349344;3.8322105;0.76259226;2.2974014;1.18851735;10.26466228511716;21.43640898;60.81561462;78.51796157;83.63380282;86.4127907
2008-06-05;19.453754;5.2459416;1.4318095;3.338876;1.898380011;9.97632907486106;21.43640898;60.81561462;78.51796157;83.63380282;86.4127907
2008-06-06;15.890768;5.593343;1.2356272;3.4144852;2.064567182;10.509745513834844;20.62094763;60.56478405;78.36006683;82.91797846;86.41362126
2008-06-07;1.0110984;4.6803813;-0.4118383;2.1342716;1.972310216;10.639495458450089;20.62094763;60.56478405;78.36006683;82.91797846;86.41362126
2008-06-08;0.8754918;3.3990214;-0.5895412;1.4047401;1.788648983;10.178162322040327;20.62094763;60.56478405;78.36006683;82.91797846;86.41362126
2008-06-09;0.94563943;7.7931185;-0.7284729;3.5323226;2.585614526;9.385245993836056;20.62094763;60.56478405;78.36006683;82.91797846;86.41362126
2008-06-10;8.19;9.0392685;0.632002;4.8356357;3.045875438;9.16899608614398;6.114713217;44.03322259;72.09189641;82.78790389;87.27906977
2008-06-11;3.026902;5.2136025;1.1923324;3.2029676;1.604367817;9.731245846143374;6.114713217;44.03322259;72.09189641;82.78790389;87.27906977
2008-06-12;5.1679673;3.74591;-0.40923965;1.6683348;1.806014311;9.71682918563057;6.114713217;44.03322259;72.09189641;82.78790389;87.27906977
2008-06-13;0.23;1.0876806;-5.108582;-2.0104508;1.969768631;8.491413042042144;6.114713217;44.03322259;72.09189641;82.78790389;87.27906977
2008-06-14;0.0;-1.5991819;-6.034809;-3.8169959;1.190295159;5.73783088409639;6.114713217;44.03322259;72.09189641;82.78790389;87.27906977
2008-06-15;2.734525;0.002390083;-6.219041;-3.1083255;1.626926439;4.5844980430719895;6.114713217;44.03322259;72.09189641;82.78790389;87.27906977
2008-06-16;3.3211474;1.7764035;-2.8668592;-0.54522777;1.637580691;4.26733151179028;6.114713217;44.03322259;72.09189641;82.78790389;87.27906977
2008-06-17;15.491869;2.3710458;-0.22361249;1.0737168;1.258479273;5.146747803071385;6.114713217;44.03322259;72.09189641;82.78790389;87.27906977
2008-06-18;0.24670492;5.575794;0.37245747;2.9741259;2.023417248;5.7234142235835845;6.114713217;44.03322259;72.01420217;82.3985087;86.70182724
2008-06-19;0.03336066;9.66301;1.9702438;5.816627;3.096958045;6.97766368819762;2.2560266;30.75083056;69.37176274;82.54846727;87.44435216
2008-06-20;0.006393442;9.7070265;2.561389;6.1342077;2.996658383;8.53466302358056;2.474646717;30.57392027;67.67919799;80.89395195;86.26910299
2008-06-21;0.72090167;12.119972;3.8021817;7.9610767;3.486284381;10.625078797937284;1.312551953;27.21428571;64.36340852;80.25186413;88.26578073
2008-06-22;0.2599672;13.95725;6.4479146;10.202583;3.549569723;14.056243999984874;2.593516209;26.78488372;63.70760234;78.45816073;87.81976744
2008-06-23;3.0820491;13.544273;5.780013;9.662144;3.429297058;17.44415922049405;1.413965087;21.4576412;54.88972431;72.23943662;85.11627907
2008-06-24;0.08147542;12.340409;5.734489;9.037447;3.060556218;18.88582527177455;2.653366584;18.66694352;50.03007519;67.31400166;82.2358804
2008-06-25;0.52149177;15.191242;6.2838793;10.73756;4.079111121;20.90415774356725;2.426433915;24.63372093;46.9807853;61.3902237;76.61046512
2008-06-26;7.6898036;13.209079;5.593792;9.401436;3.476143862;22.92249021535995;1.197007481;12.71594684;50.25396825;70.69511185;83.14285714
2008-06-27;0.0;9.66718;3.9387715;6.8029757;2.562760533;19.8949915076709;1.197007481;12.71594684;50.25396825;70.69511185;83.14285714
2008-06-28;0.0;10.824881;2.4592876;6.6420836;3.505421992;16.29082637946965;0.338320865;9.452657807;43.44862155;65.22618061;81.22757475
2008-06-29;19.763018;13.416346;4.356208;8.886277;3.507544601;16.86749279998185;1.568578554;12.65863787;44.38512949;61.74647887;80.46262458
2008-06-30;0.02095082;10.520678;3.9501123;7.235395;2.988792376;22.634157005103848;1.568578554;11.95847176;39.83876358;61.1955261;80.55066445
